,item,freq,canon_segm,prs,PREF_1_FamSize,PREF_1_Freq,PREF_1_Length,PREF_1_PFMF,ROOT_1_FamSize,ROOT_1_Freq,ROOT_1_Length,ROOT_1_PFMF,ROOT_2_FamSize,ROOT_2_Freq,ROOT_2_Length,ROOT_2_PFMF,n_morphemes
12786,analphabète,1.13,<a<(alpha)(beta),"(1, 2, 0)",271,2142.22,1,45.3874538745387,5,7.37,5,40,5,14.9699999999999,4,40,3
